emotion	scale	emotion_id	scale_id	prog_id	key	chord_name
Uneasiness	Ionian	4	3	12	Ab	Ab-Db-Cm-F
Uneasiness	Ionian	4	3	12	B	B-E-D#m-G#
Uneasiness	Ionian	4	3	12	Bb	Bb-Eb-Dm-G
Uneasiness	Ionian	4	3	12	C	C-F-Em-A
Uneasiness	Ionian	4	3	12	D	D-G-F#m-B
Uneasiness	Ionian	4	3	12	Db	Db-Gb-Fm-Bb
Uneasiness	Ionian	4	3	12	E	E-A-G#m-C#
Uneasiness	Ionian	4	3	12	Eb	Eb-Ab-Gm-C
Uneasiness	Ionian	4	3	12	F	F-Bb-Am-D
Uneasiness	Ionian	4	3	12	F#	F#-B-A#m-D#
Uneasiness	Ionian	4	3	12	G	G-C-Bm-E
Joyful	Ionian	3	3	13	A	A-D-C#m-F#m
Joyful	Ionian	3	3	13	Ab	Ab-Db-Cm-Fm
Joyful	Ionian	3	3	13	B	B-E-D#m-G#m
Joyful	Ionian	3	3	13	Bb	Bb-Eb-Dm-Gm
Joyful	Ionian	3	3	13	C	C-F-Em-Am
Joyful	Ionian	3	3	13	D	D-G-F#m-Bm
Joyful	Ionian	3	3	13	Db	Db-Gb-Fm-Bbm
Joyful	Ionian	3	3	13	E	E-A-G#m-C#m
Joyful	Ionian	3	3	13	Eb	Eb-Ab-Gm-Cm
Joyful	Ionian	3	3	13	F	F-Bb-Am-Dm
Joyful	Ionian	3	3	13	F#	F#-B-A#m-D#m
Joyful	Ionian	3	3	13	G	G-C-Bm-Em
Joyful	Ionian	3	3	14	A	A-D-F#m-D
Joyful	Ionian	3	3	14	Ab	Ab-Db-Fm-Db
Joyful	Ionian	3	3	14	B	B-E-G#m-E
Joyful	Ionian	3	3	14	Bb	Bb-Eb-Gm-Eb
Joyful	Ionian	3	3	14	C	C-F-Am-F
Joyful	Ionian	3	3	14	D	D-G-Bm-G
Joyful	Ionian	3	3	14	Db	Db-Gb-Bbm-Gb
Joyful	Ionian	3	3	14	E	E-A-C#m-A
Joyful	Ionian	3	3	14	Eb	Eb-Ab-Cm-Ab
Joyful	Ionian	3	3	14	F	F-Bb-Dm-Bb
Joyful	Ionian	3	3	14	F#	F#-B-D#m-B
Joyful	Ionian	3	3	14	G	G-C-Em-C
Joyful	Ionian	3	3	15	A	A-D-F#m-E
Joyful	Ionian	3	3	15	Ab	Ab-Db-Fm-Eb
Joyful	Ionian	3	3	15	B	B-E-G#m-F#
Joyful	Ionian	3	3	15	Bb	Bb-Eb-Gm-F
Joyful	Ionian	3	3	15	C	C-F-Am-G
Joyful	Ionian	3	3	15	D	D-G-Bm-A
Joyful	Ionian	3	3	15	Db	Db-Gb-Bbm-Ab
Joyful	Ionian	3	3	15	E	E-A-C#m-B
Joyful	Ionian	3	3	15	Eb	Eb-Ab-Cm-Bb
Joyful	Ionian	3	3	15	F	F-Bb-Dm-C
Joyful	Ionian	3	3	15	F#	F#-B-D#m-C#
Joyful	Ionian	3	3	15	G	G-C-Em-D
Depressive	Mixolydian	0	5	16	A	A-Dsus-G-Bsus
Depressive	Mixolydian	0	5	16	Ab	Ab-Dbsus-Gb-Bbsus
Depressive	Mixolydian	0	5	16	B	B-Esus-A-C#sus
Depressive	Mixolydian	0	5	16	Bb	Bb-Ebsus-Ab-Csus
Depressive	Mixolydian	0	5	16	C	C-Fsus-Bb-Dsus
Depressive	Mixolydian	0	5	16	D	D-Gsus-C-Esus
Depressive	Mixolydian	0	5	16	Db	Db-Gbsus-Cb-Ebsus
Depressive	Mixolydian	0	5	16	E	E-Asus-D-F#sus
Depressive	Mixolydian	0	5	16	Eb	Eb-Absus-Db-Fsus
Depressive	Mixolydian	0	5	16	F	F-Bbsus-Eb-Gsus
Depressive	Mixolydian	0	5	16	F#	F#-Bsus-E-G#sus
Depressive	Mixolydian	0	5	16	G	G-Csus-F-Asus
Joyful	Lydian	3	4	17	A	A-E-B-A
Joyful	Lydian	3	4	17	Ab	Ab-Eb-Bb-Ab
Joyful	Lydian	3	4	17	B	B-F#-C#-B
Joyful	Lydian	3	4	17	Bb	Bb-F-C-Bb
Joyful	Lydian	3	4	17	C	C-G-D-C
Joyful	Lydian	3	4	17	D	D-A-E-D
Joyful	Lydian	3	4	17	Db	Db-Ab-Eb-Db
Joyful	Lydian	3	4	17	E	E-B-F#-E
Joyful	Lydian	3	4	17	Eb	Eb-Bb-F-Eb
Joyful	Lydian	3	4	17	F	F-C-G-F
Joyful	Lydian	3	4	17	F#	F#-C#-G#-F#
Joyful	Lydian	3	4	17	G	G-D-A-G
Epic	Ionian	2	3	18	A	A-E-D-A
Epic	Ionian	2	3	18	Ab	Ab-Eb-Db-Ab
Epic	Ionian	2	3	18	B	B-F#-E-B
Epic	Ionian	2	3	18	Bb	Bb-F-Eb-Bb
Epic	Ionian	2	3	18	C	C-G-F-C
Epic	Ionian	2	3	18	D	D-A-G-D
Epic	Ionian	2	3	18	Db	Db-Ab-Gb-Db
Epic	Ionian	2	3	18	E	E-B-A-E
Epic	Ionian	2	3	18	Eb	Eb-Bb-Ab-Eb
Epic	Ionian	2	3	18	F	F-C-Bb-F
Epic	Ionian	2	3	18	F#	F#-C#-B-F#
Epic	Ionian	2	3	18	G	G-D-C-G
Vital	Ionian	5	3	19	A	A-E-D-E
Vital	Ionian	5	3	19	Ab	Ab-Eb-Db-Eb
Vital	Ionian	5	3	19	B	B-F#-E-F#
Vital	Ionian	5	3	19	Bb	Bb-F-Eb-F
Vital	Ionian	5	3	19	C	C-G-F-G
Vital	Ionian	5	3	19	D	D-A-G-A
Vital	Ionian	5	3	19	Db	Db-Ab-Gb-Ab
Vital	Ionian	5	3	19	E	E-B-A-B
Vital	Ionian	5	3	19	Eb	Eb-Bb-Ab-Bb
Vital	Ionian	5	3	19	F	F-C-Bb-C
Vital	Ionian	5	3	19	F#	F#-C#-B-C#
Vital	Ionian	5	3	19	G	G-D-C-D
Joyful	Ionian	3	3	20	A	A-E-C#m-D
Joyful	Ionian	3	3	20	Ab	Ab-Eb-Cm-Db
Joyful	Ionian	3	3	20	B	B-F#-D#m-E
Joyful	Ionian	3	3	20	Bb	Bb-F-Dm-Eb
Joyful	Ionian	3	3	20	C	C-G-Em-F
Joyful	Ionian	3	3	20	D	D-A-F#m-G
Joyful	Ionian	3	3	20	Db	Db-Ab-Fm-Gb
Joyful	Ionian	3	3	20	E	E-B-G#m-A
Joyful	Ionian	3	3	20	Eb	Eb-Bb-Gm-Ab
Joyful	Ionian	3	3	20	F	F-C-Am-Bb
Joyful	Ionian	3	3	20	F#	F#-C#-A#m-B
Joyful	Ionian	3	3	20	G	G-D-Bm-C
Joyful	Ionian	3	3	21	A	A-E-F#m-D
Joyful	Ionian	3	3	21	Ab	Ab-Eb-Fm-Db
Joyful	Ionian	3	3	21	B	B-F#-G#m-E
Joyful	Ionian	3	3	21	Bb	Bb-F-Gm-Eb
Joyful	Ionian	3	3	21	C	C-G-Am-F
Joyful	Ionian	3	3	21	D	D-A-Bm-G
Joyful	Ionian	3	3	21	Db	Db-Ab-Bbm-Gb
Joyful	Ionian	3	3	21	E	E-B-C#m-A
Joyful	Ionian	3	3	21	Eb	Eb-Bb-Cm-Ab
Joyful	Ionian	3	3	21	F	F-C-Dm-Bb
Joyful	Ionian	3	3	21	F#	F#-C#-D#m-B
Joyful	Ionian	3	3	21	G	G-D-Em-C
Joyful	Ionian	3	3	22	A	A-E-F#m-Bm
Joyful	Ionian	3	3	22	Ab	Ab-Eb-Fm-Bbm
Joyful	Ionian	3	3	22	B	B-F#-G#m-C#m
Joyful	Ionian	3	3	22	Bb	Bb-F-Gm-Cm
Joyful	Ionian	3	3	22	C	C-G-Am-Dm
Joyful	Ionian	3	3	22	D	D-A-Bm-Em
Joyful	Ionian	3	3	22	Db	Db-Ab-Bbm-Ebm
Joyful	Ionian	3	3	22	E	E-B-C#m-F#m
Joyful	Ionian	3	3	22	Eb	Eb-Bb-Cm-Fm
Joyful	Ionian	3	3	22	F	F-C-Dm-Gm
Joyful	Ionian	3	3	22	F#	F#-C#-D#m-G#m
Joyful	Ionian	3	3	22	G	G-D-Em-Am
Joyful	Ionian	3	3	23	A	A-E-F#m-C#m
Joyful	Ionian	3	3	23	Ab	Ab-Eb-Fm-Cm
Joyful	Ionian	3	3	23	B	B-F#-G#m-D#m
Joyful	Ionian	3	3	23	Bb	Bb-F-Gm-Dm
Joyful	Ionian	3	3	23	C	C-G-Am-Em
Joyful	Ionian	3	3	23	D	D-A-Bm-F#m
Joyful	Ionian	3	3	23	Db	Db-Ab-Bbm-Fm
Joyful	Ionian	3	3	23	E	E-B-C#m-G#m
Joyful	Ionian	3	3	23	Eb	Eb-Bb-Cm-Gm
Joyful	Ionian	3	3	23	F	F-C-Dm-Am
Joyful	Ionian	3	3	23	F#	F#-C#-D#m-A#m
Joyful	Ionian	3	3	23	G	G-D-Em-Bm
Epic	Ionian	2	3	24	A	A-F-G-A
Epic	Ionian	2	3	24	Ab	Ab-E-Gb-Ab
Epic	Ionian	2	3	24	B	B-G-A-B
Epic	Ionian	2	3	24	Bb	Bb-Gb-Ab-Bb
Epic	Ionian	2	3	24	C	C-Ab-Bb-C
Epic	Ionian	2	3	24	D	D-Bb-C-D
Epic	Ionian	2	3	24	Db	Db-A-B-Db
Epic	Ionian	2	3	24	E	E-C-D-E
Epic	Ionian	2	3	24	Eb	Eb-B-Db-Eb
Epic	Ionian	2	3	24	F	F-Db-Eb-F
Epic	Ionian	2	3	24	F#	F#-D-E-F#
Epic	Ionian	2	3	24	G	G-Eb-F-G
Vital	Mixolydian	5	5	25	A	A-G-A
Vital	Mixolydian	5	5	25	Ab	Ab-Gb-Ab
Vital	Mixolydian	5	5	25	B	B-A-B
Vital	Mixolydian	5	5	25	Bb	Bb-Ab-Bb
Vital	Mixolydian	5	5	25	C	C-Bb-C
Vital	Mixolydian	5	5	25	D	D-C-D
Vital	Mixolydian	5	5	25	Db	Db-B-Db
Vital	Mixolydian	5	5	25	E	E-D-E
Vital	Mixolydian	5	5	25	Eb	Eb-Db-Eb
Vital	Mixolydian	5	5	25	F	F-Eb-F
Vital	Mixolydian	5	5	25	F#	F#-E-F#
Vital	Mixolydian	5	5	25	G	G-F-G
Epic	Mixolydian	2	5	26	A	A-G-D
Epic	Mixolydian	2	5	26	Ab	Ab-Gb-Db
Epic	Mixolydian	2	5	26	B	B-A-E
Epic	Mixolydian	2	5	26	Bb	Bb-Ab-Eb
Epic	Mixolydian	2	5	26	C	C-Bb-F
Epic	Mixolydian	2	5	26	D	D-C-G
Epic	Mixolydian	2	5	26	Db	Db-B-Gb
Epic	Mixolydian	2	5	26	E	E-D-A
Epic	Mixolydian	2	5	26	Eb	Eb-Db-Ab
Epic	Mixolydian	2	5	26	F	F-Eb-Bb
Epic	Mixolydian	2	5	26	F#	F#-E-B
Epic	Mixolydian	2	5	26	G	G-F-C
Depressive	Aeolian	0	0	27	A	A-G-F-G
Depressive	Aeolian	0	0	27	Ab	Ab-Gb-E-Gb
Depressive	Aeolian	0	0	27	B	B-A-G-A
Depressive	Aeolian	0	0	27	Bb	Bb-Ab-Gb-Ab
Depressive	Aeolian	0	0	27	C	C-Bb-Ab-Bb
Depressive	Aeolian	0	0	27	D	D-C-Bb-C
Depressive	Aeolian	0	0	27	Db	Db-B-A-B
Depressive	Aeolian	0	0	27	E	E-D-C-D
Depressive	Aeolian	0	0	27	Eb	Eb-Db-B-Db
Depressive	Aeolian	0	0	27	F	F-Eb-Db-Eb
Depressive	Aeolian	0	0	27	F#	F#-E-D-E
Depressive	Aeolian	0	0	27	G	G-F-Eb-F
Joyful	Ionian	3	3	28	A	A-Bm-C#m-D
Joyful	Ionian	3	3	28	Ab	Ab-Bbm-Cm-Db
Joyful	Ionian	3	3	28	B	B-C#m-D#m-E
Joyful	Ionian	3	3	28	Bb	Bb-Cm-Dm-Eb
Joyful	Ionian	3	3	28	C	C-Dm-Em-F
Joyful	Ionian	3	3	28	D	D-Em-F#m-G
Joyful	Ionian	3	3	28	Db	Db-Ebm-Fm-Gb
Joyful	Ionian	3	3	28	E	E-F#m-G#m-A
Joyful	Ionian	3	3	28	Eb	Eb-Fm-Gm-Ab
Joyful	Ionian	3	3	28	F	F-Gm-Am-Bb
Joyful	Ionian	3	3	28	F#	F#-G#m-A#m-B
Joyful	Ionian	3	3	28	G	G-Am-Bm-C
Vital	Ionian	5	3	29	A	A-C#m-D-E
Vital	Ionian	5	3	29	Ab	Ab-Cm-Db-Eb
Vital	Ionian	5	3	29	B	B-D#m-E-F#
Vital	Ionian	5	3	29	Bb	Bb-Dm-Eb-F
Vital	Ionian	5	3	29	C	C-Em-F-G
Vital	Ionian	5	3	29	D	D-F#m-G-A
Vital	Ionian	5	3	29	Db	Db-Fm-Gb-Ab
Vital	Ionian	5	3	29	E	E-G#m-A-B
Vital	Ionian	5	3	29	Eb	Eb-Gm-Ab-Bb
Vital	Ionian	5	3	29	F	F-Am-Bb-C
Vital	Ionian	5	3	29	F#	F#-A#m-B-C#
Vital	Ionian	5	3	29	G	G-Bm-C-D
Uneasiness	Ionian	4	3	30	A	A-C#m-E-Bm-D
Uneasiness	Ionian	4	3	30	Ab	Ab-Cm-Eb-Bbm-Db
Uneasiness	Ionian	4	3	30	B	B-D#m-F#-C#m-E
Uneasiness	Ionian	4	3	30	Bb	Bb-Dm-F-Cm-Eb
Uneasiness	Ionian	4	3	30	C	C-Em-G-Dm-F
Uneasiness	Ionian	4	3	30	D	D-F#m-A-Em-G
Uneasiness	Ionian	4	3	30	Db	Db-Fm-Ab-Ebm-Gb
Uneasiness	Ionian	4	3	30	E	E-G#m-B-F#m-A
Uneasiness	Ionian	4	3	30	Eb	Eb-Gm-Bb-Fm-Ab
Uneasiness	Ionian	4	3	30	F	F-Am-C-Gm-Bb
Uneasiness	Ionian	4	3	30	F#	F#-A#m-C#-G#m-B
Uneasiness	Ionian	4	3	30	G	G-Bm-D-Am-C
Vital	Ionian	5	3	31	A	A-C#m-F#m-D
Vital	Ionian	5	3	31	Ab	Ab-Cm-Fm-Db
Vital	Ionian	5	3	31	B	B-D#m-G#m-E
Vital	Ionian	5	3	31	Bb	Bb-Dm-Gm-Eb
Vital	Ionian	5	3	31	C	C-Em-Am-F
Vital	Ionian	5	3	31	D	D-F#m-Bm-G
Vital	Ionian	5	3	31	Db	Db-Fm-Bbm-Gb
Vital	Ionian	5	3	31	E	E-G#m-C#m-A
Vital	Ionian	5	3	31	Eb	Eb-Gm-Cm-Ab
Vital	Ionian	5	3	31	F	F-Am-Dm-Bb
Vital	Ionian	5	3	31	F#	F#-A#m-D#m-B
Vital	Ionian	5	3	31	G	G-Bm-Em-C
Depressive	Mixolydian	0	5	32	A	A-Em-G-D
Depressive	Mixolydian	0	5	32	Ab	Ab-Ebm-Gb-Db
Depressive	Mixolydian	0	5	32	B	B-F#m-A-E
Depressive	Mixolydian	0	5	32	Bb	Bb-Fm-Ab-Eb
Depressive	Mixolydian	0	5	32	C	C-Gm-Bb-F
Depressive	Mixolydian	0	5	32	D	D-Am-C-G
Depressive	Mixolydian	0	5	32	Db	Db-Abm-B-Gb
Depressive	Mixolydian	0	5	32	E	E-Bm-D-A
Depressive	Mixolydian	0	5	32	Eb	Eb-Bbm-Db-Ab
Depressive	Mixolydian	0	5	32	F	F-Cm-Eb-Bb
Depressive	Mixolydian	0	5	32	F#	F#-C#m-E-B
Depressive	Mixolydian	0	5	32	G	G-Dm-F-C
Joyful	Ionian	3	3	33	A	A-F#m-D-E
Joyful	Ionian	3	3	33	Ab	Ab-Fm-Db-Eb
Joyful	Ionian	3	3	33	B	B-G#m-E-F#
Joyful	Ionian	3	3	33	Bb	Bb-Gm-Eb-F
Joyful	Ionian	3	3	33	C	C-Am-F-G
Joyful	Ionian	3	3	33	D	D-Bm-G-A
Joyful	Ionian	3	3	33	Db	Db-Bbm-Gb-Ab
Joyful	Ionian	3	3	33	E	E-C#m-A-B
Joyful	Ionian	3	3	33	Eb	Eb-Cm-Ab-Bb
Joyful	Ionian	3	3	33	F	F-Dm-Bb-C
Joyful	Ionian	3	3	33	F#	F#-D#m-B-C#
Joyful	Ionian	3	3	33	G	G-Em-C-D
Joyful	Ionian	3	3	36	A	D-A
Joyful	Ionian	3	3	36	Ab	Db-Ab
Joyful	Ionian	3	3	36	B	E-B
Joyful	Ionian	3	3	36	Bb	Eb-Bb
Joyful	Ionian	3	3	36	C	F-C
Joyful	Ionian	3	3	36	D	G-D
Joyful	Ionian	3	3	36	Db	Gb-Db
Joyful	Ionian	3	3	36	E	A-E
Joyful	Ionian	3	3	36	Eb	Ab-Eb
Joyful	Ionian	3	3	36	F	Bb-F
Joyful	Ionian	3	3	36	F#	B-F#
Joyful	Ionian	3	3	36	G	C-G
Vital	Ionian	5	3	37	A	D-A-E-F#m
Vital	Ionian	5	3	37	Ab	Db-Ab-Eb-Fm
Vital	Ionian	5	3	37	B	E-B-F#-G#m
Vital	Ionian	5	3	37	Bb	Eb-Bb-F-Gm
Vital	Ionian	5	3	37	C	F-C-G-Am
Vital	Ionian	5	3	37	D	G-D-A-Bm
Vital	Ionian	5	3	37	Db	Gb-Db-Ab-Bbm
Vital	Ionian	5	3	37	E	A-E-B-C#m
Vital	Ionian	5	3	37	Eb	Ab-Eb-Bb-Cm
Vital	Ionian	5	3	37	F	Bb-F-C-Dm
Vital	Ionian	5	3	37	F#	B-F#-C#-D#m
Vital	Ionian	5	3	37	G	C-G-D-Em
Joyful	Ionian	3	3	38	A	D-E-A
Joyful	Ionian	3	3	38	Ab	Db-Eb-Ab
Joyful	Ionian	3	3	38	B	E-F#-B
Joyful	Ionian	3	3	38	Bb	Eb-F-Bb
Joyful	Ionian	3	3	38	C	F-G-C
Joyful	Ionian	3	3	38	D	G-A-D
Joyful	Ionian	3	3	38	Db	Gb-Ab-Db
Joyful	Ionian	3	3	38	E	A-B-E
Joyful	Ionian	3	3	38	Eb	Ab-Bb-Eb
Joyful	Ionian	3	3	38	F	Bb-C-F
Joyful	Ionian	3	3	38	F#	B-C#-F#
Joyful	Ionian	3	3	38	G	C-D-G
Uneasiness	Ionian	4	3	39	A	D-E-C#m-F#m
Uneasiness	Ionian	4	3	39	Ab	Db-Eb-Cm-Fm
Uneasiness	Ionian	4	3	39	B	E-F#-D#m-G#m
Uneasiness	Ionian	4	3	39	Bb	Eb-F-Dm-Gm
Uneasiness	Ionian	4	3	39	C	F-G-Em-Am
Uneasiness	Ionian	4	3	39	D	G-A-F#m-Bm
Uneasiness	Ionian	4	3	39	Db	Gb-Ab-Fm-Bbm
Uneasiness	Ionian	4	3	39	E	A-B-G#m-C#m
Uneasiness	Ionian	4	3	39	Eb	Ab-Bb-Gm-Cm
Uneasiness	Ionian	4	3	39	F	Bb-C-Am-Dm
Uneasiness	Ionian	4	3	39	F#	B-C#-A#m-D#m
Uneasiness	Ionian	4	3	39	G	C-D-Bm-Em
Uneasiness	Ionian	4	3	40	A	D-C#m-F#m-B
Uneasiness	Ionian	4	3	40	Ab	Db-Cm-Fm-Bb
Uneasiness	Ionian	4	3	40	B	E-D#m-G#m-C#
Uneasiness	Ionian	4	3	40	Bb	Eb-Dm-Gm-C
Uneasiness	Ionian	4	3	40	C	F-Em-Am-D
Uneasiness	Ionian	4	3	40	D	G-F#m-Bm-E
Uneasiness	Ionian	4	3	40	Db	Gb-Fm-Bbm-Eb
Uneasiness	Ionian	4	3	40	E	A-G#m-C#m-F#
Uneasiness	Ionian	4	3	40	Eb	Ab-Gm-Cm-F
Uneasiness	Ionian	4	3	40	F	Bb-Am-Dm-G
Uneasiness	Ionian	4	3	40	F#	B-A#m-D#m-G#
Uneasiness	Ionian	4	3	40	G	C-Bm-Em-A
Epic	Ionian	2	3	51	A	E-A-F#m-D
Epic	Ionian	2	3	51	Ab	Eb-Ab-Fm-Db
Epic	Ionian	2	3	51	B	F#-B-G#m-E
Epic	Ionian	2	3	51	Bb	F-Bb-Gm-Eb
Epic	Ionian	2	3	51	C	G-C-Am-F
Epic	Ionian	2	3	51	D	A-D-Bm-G
Epic	Ionian	2	3	51	Db	Ab-Db-Bbm-Gb
Epic	Ionian	2	3	51	E	B-E-C#m-A
Epic	Ionian	2	3	51	Eb	Bb-Eb-Cm-Ab
Epic	Ionian	2	3	51	F	C-F-Dm-Bb
Epic	Ionian	2	3	51	F#	C#-F#-D#m-B
Epic	Ionian	2	3	51	G	D-G-Em-C
Depressive	Aeolian	0	0	63	A minor	F-C-G-Am
Depressive	Aeolian	0	0	63	Ab minor	E-B-F#-G#m
Depressive	Aeolian	0	0	63	B minor	G-D-A-Bm
Depressive	Aeolian	0	0	63	Bb minor	Gb-Db-Ab-Bbm
Depressive	Aeolian	0	0	63	C minor	Ab-Eb-Bb-Cm
Depressive	Aeolian	0	0	63	C# minor	A-E-B-C#m
Depressive	Aeolian	0	0	63	D minor	Bb-F-C-Dm
Depressive	Aeolian	0	0	63	E minor	C-G-D-Em
Depressive	Aeolian	0	0	63	Eb minor	B-Gb-Db-Ebm
Depressive	Aeolian	0	0	63	F minor	Db-Ab-Eb-Fm
Depressive	Aeolian	0	0	63	F# minor	D-A-E-F#m
Depressive	Aeolian	0	0	63	G minor	Eb-Bb-F-Gm
Despair	Aeolian	1	0	64	A minor	F-G-Am
Despair	Aeolian	1	0	64	Ab minor	E-F#-G#m
Despair	Aeolian	1	0	64	B minor	G-A-Bm
Despair	Aeolian	1	0	64	Bb minor	Gb-Ab-Bbm
Despair	Aeolian	1	0	64	C minor	Ab-Bb-Cm
Despair	Aeolian	1	0	64	C# minor	A-B-C#m
Despair	Aeolian	1	0	64	D minor	Bb-C-Dm
Despair	Aeolian	1	0	64	E minor	C-D-Em
Despair	Aeolian	1	0	64	Eb minor	B-Db-Ebm
Despair	Aeolian	1	0	64	F minor	Db-Eb-Fm
Despair	Aeolian	1	0	64	F# minor	D-E-F#m
Despair	Aeolian	1	0	64	G minor	Eb-F-Gm
Depressive	Aeolian	0	0	65	A minor	F-G-Em
Depressive	Aeolian	0	0	65	Ab minor	E-F#-D#m
Depressive	Aeolian	0	0	65	B minor	G-A-F#m
Depressive	Aeolian	0	0	65	Bb minor	Gb-Ab-Fm
Depressive	Aeolian	0	0	65	C minor	Ab-Bb-Gm
Depressive	Aeolian	0	0	65	C# minor	A-B-G#m
Depressive	Aeolian	0	0	65	D minor	Bb-C-Am
Depressive	Aeolian	0	0	65	E minor	C-D-Bm
Depressive	Aeolian	0	0	65	Eb minor	B-Db-Bbm
Depressive	Aeolian	0	0	65	F minor	Db-Eb-Cm
Depressive	Aeolian	0	0	65	F# minor	D-E-C#m
Depressive	Aeolian	0	0	65	G minor	Eb-F-Dm
Despair	Phrygian	1	6	66	A minor	Bb-G-Am
Despair	Phrygian	1	6	66	Ab minor	A-F#-G#m
Despair	Phrygian	1	6	66	B minor	C-A-Bm
Despair	Phrygian	1	6	66	Bb minor	B-Ab-Bbm
Despair	Phrygian	1	6	66	C minor	Db-Bb-Cm
Despair	Phrygian	1	6	66	C# minor	D-B-C#m
Despair	Phrygian	1	6	66	D minor	Eb-C-Dm
Despair	Phrygian	1	6	66	E minor	F-D-Em
Despair	Phrygian	1	6	66	Eb minor	E-Db-Ebm
Despair	Phrygian	1	6	66	F minor	Gb-Eb-Fm
Despair	Phrygian	1	6	66	F# minor	G-E-F#m
Despair	Phrygian	1	6	66	G minor	Ab-F-Gm
Depressive	Dorian	0	1	69	A minor	Am-C-D
Depressive	Dorian	0	1	69	Ab minor	G#m-B-C#
Depressive	Dorian	0	1	69	B minor	Bm-D-E
Depressive	Dorian	0	1	69	Bb minor	Bbm-Db-Eb
Depressive	Dorian	0	1	69	C minor	Cm-Eb-F
Depressive	Dorian	0	1	69	C# minor	C#m-E-F#
Depressive	Dorian	0	1	69	D minor	Dm-F-G
Depressive	Dorian	0	1	69	E minor	Em-G-A
Depressive	Dorian	0	1	69	Eb minor	Ebm-Gb-Ab
Depressive	Dorian	0	1	69	F minor	Fm-Ab-Bb
Depressive	Dorian	0	1	69	F# minor	F#m-A-B
Depressive	Dorian	0	1	69	G minor	Gm-Bb-C
Despair	Aeolian	1	0	70	A minor	Am-C-G-F
Despair	Aeolian	1	0	70	Ab minor	G#m-B-F#-E
Despair	Aeolian	1	0	70	B minor	Bm-D-A-G
Despair	Aeolian	1	0	70	Bb minor	Bbm-Db-Ab-Gb
Despair	Aeolian	1	0	70	C minor	Cm-Eb-Bb-Ab
Despair	Aeolian	1	0	70	C# minor	C#m-E-B-A
Despair	Aeolian	1	0	70	D minor	Dm-F-C-Bb
Despair	Aeolian	1	0	70	E minor	Em-G-D-C
Despair	Aeolian	1	0	70	Eb minor	Ebm-Gb-Db-B
Despair	Aeolian	1	0	70	F minor	Fm-Ab-Eb-Db
Despair	Aeolian	1	0	70	F# minor	F#m-A-E-D
Despair	Aeolian	1	0	70	G minor	Gm-Bb-F-Eb
Depressive	Harmonic minor	0	2	71	A minor	Am-C-G-Am
Depressive	Harmonic minor	0	2	71	Ab minor	G#m-B-F#-G#m
Depressive	Harmonic minor	0	2	71	B minor	Bm-D-A-Bm
Depressive	Harmonic minor	0	2	71	Bb minor	Bbm-Db-Ab-Bbm
Depressive	Harmonic minor	0	2	71	C minor	Cm-Eb-Bb-Cm
Depressive	Harmonic minor	0	2	71	C# minor	C#m-E-B-C#m
Depressive	Harmonic minor	0	2	71	D minor	Dm-F-C-Dm
Depressive	Harmonic minor	0	2	71	E minor	Em-G-D-Em
Depressive	Harmonic minor	0	2	71	Eb minor	Ebm-Gb-Db-Ebm
Depressive	Harmonic minor	0	2	71	F minor	Fm-Ab-Eb-Fm
Depressive	Harmonic minor	0	2	71	F# minor	F#m-A-E-F#m
Depressive	Harmonic minor	0	2	71	G minor	Gm-Bb-F-Gm
Depressive	Aeolian	0	0	72	A minor	Am-C-Dm-Am
Depressive	Aeolian	0	0	72	Ab minor	G#m-B-C#m-G#m
Depressive	Aeolian	0	0	72	B minor	Bm-D-Em-Bm
Depressive	Aeolian	0	0	72	Bb minor	Bbm-Db-Ebm-Bbm
Depressive	Aeolian	0	0	72	C minor	Cm-Eb-Fm-Cm
Depressive	Aeolian	0	0	72	C# minor	C#m-E-F#m-C#m
Depressive	Aeolian	0	0	72	D minor	Dm-F-Gm-Dm
Depressive	Aeolian	0	0	72	E minor	Em-G-Am-Em
Depressive	Aeolian	0	0	72	Eb minor	Ebm-Gb-Abm-Ebm
Depressive	Aeolian	0	0	72	F minor	Fm-Ab-Bbm-Fm
Depressive	Aeolian	0	0	72	F# minor	F#m-A-Bm-F#m
Depressive	Aeolian	0	0	72	G minor	Gm-Bb-Cm-Gm
Vital	Dorian	5	1	73	A minor	Am-D-G-A
Vital	Dorian	5	1	73	Ab minor	G#m-C#-F#-G#
Vital	Dorian	5	1	73	B minor	Bm-E-A-B
Vital	Dorian	5	1	73	Bb minor	Bbm-Eb-Ab-Bb
Vital	Dorian	5	1	73	C minor	Cm-F-Bb-C
Vital	Dorian	5	1	73	C# minor	C#m-F#-B-C#
Vital	Dorian	5	1	73	D minor	Dm-G-C-D
Vital	Dorian	5	1	73	E minor	Em-A-D-E
Vital	Dorian	5	1	73	Eb minor	Ebm-Ab-Db-Eb
Vital	Dorian	5	1	73	F minor	Fm-Bb-Eb-F
Vital	Dorian	5	1	73	F# minor	F#m-B-E-F#
Vital	Dorian	5	1	73	G minor	Gm-C-F-G
Vital	Dorian	5	1	74	A minor	Am-D-Am-D
Vital	Dorian	5	1	74	Ab minor	G#m-C#-G#m-C#
Vital	Dorian	5	1	74	B minor	Bm-E-Bm-E
Vital	Dorian	5	1	74	Bb minor	Bbm-Eb-Bbm-Eb
Vital	Dorian	5	1	74	C minor	Cm-F-Cm-F
